story_number,story_id,analyst_id,req_id,specific_question,general_question
10,143,marcelo,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
10,217,tulio,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
10,217,tulio,V4.3.1,Does the user story implementation involve some administrative interface?,Does the user story implementation involve some administrative interface?
11,151,daniel,V3.3.1,Does the user story implementation involve some session token?,Does the user story involve some token?
11,151,daniel,V3.2.3,Does the user story implementation involve some session token?,Does the user story involve some token?
11,151,daniel,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
11,151,daniel,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
11,151,daniel,V5.1.4,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
11,151,daniel,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
11,151,daniel,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
11,151,daniel,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
11,151,daniel,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
11,151,daniel,V5.3.5,Does the user story implementation involve some output?,Does the user story implementation involve some output?
11,151,daniel,V5.5.1,Does the user story implementation involve object serialization?,Does the user story implementation involve some data serialization or deserialization?
11,151,daniel,V7.1.1,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
11,151,daniel,V7.1.2,Does the user story implementation involve any data storage in the log?,Does the user story implementation involve any data storage in the log?
11,146,marcelo,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
11,146,marcelo,V5.1.4,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
11,218,tulio,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
11,218,tulio,V4.3.1,Does the user story implementation involve some administrative interface?,Does the user story implementation involve some administrative interface?
11,102,victor,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
12,156,daniel,V2.5.6,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.5.3,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.5.2,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.1.11,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.1.8,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.5.1,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.1.4,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.1.6,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.1.3,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.1.2,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.1.7,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.1.12,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.1.9,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.1.10,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.1.1,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V2.1.5,Does the user story involve the user creating/setting/recovering a password?,Does the user story involve the implementation/change of some system authentication?
12,156,daniel,V3.1.1,Does the user story implementation involve some session token?,Does the user story involve some token?
12,156,daniel,V3.2.3,Does the user story implementation involve some session token?,Does the user story involve some token?
12,156,daniel,V3.4.2,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
12,156,daniel,V3.4.1,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
12,156,daniel,V3.4.4,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
12,156,daniel,V3.4.3,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
12,156,daniel,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
12,156,daniel,V5.1.4,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
12,156,daniel,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
12,156,daniel,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
12,156,daniel,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
12,156,daniel,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
12,156,daniel,V5.3.5,Does the user story implementation involve some output?,Does the user story implementation involve some output?
12,147,marcelo,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
12,147,marcelo,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
12,147,marcelo,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
12,219,tulio,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
12,219,tulio,V4.3.1,Does the user story implementation involve some administrative interface?,Does the user story implementation involve some administrative interface?
12,219,tulio,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
12,103,victor,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
13,158,daniel,V2.3.1,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
13,158,daniel,V3.4.2,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
13,158,daniel,V3.4.1,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
13,158,daniel,V3.4.4,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
13,158,daniel,V3.4.3,Does the user story implementation involve some cookie-based session token?,Does the user story involve some token?
13,158,daniel,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,158,daniel,V13.1.3,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,158,daniel,V13.1.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,158,daniel,V8.3.4,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,158,daniel,V4.2.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,158,daniel,V8.3.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,158,daniel,V8.3.3,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,158,daniel,V8.3.2,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,158,daniel,V13.2.1,Does the user story implementation involve using any RESTful API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,158,daniel,V13.2.2,Does the user story implementation involve using any RESTful API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,158,daniel,V13.2.3,Does the user story implementation involve using any RESTful API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,158,daniel,V13.3.1,Does the user story implementation involve using any RESTful API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,158,daniel,V4.3.1,Does the user story implementation involve some administrative interface?,Does the user story implementation involve some administrative interface?
13,158,daniel,V5.1.3,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
13,158,daniel,V5.1.2,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
13,158,daniel,V5.1.1,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
13,158,daniel,V5.1.5,Does the user story implementation involve input from the client or the environment?,Does the user story implementation involve input from the client or the environment?
13,158,daniel,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
13,158,daniel,V5.3.4,Does the user story implementation involve some output?,Does the user story implementation involve some output?
13,158,daniel,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
13,158,daniel,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
13,158,daniel,V5.3.5,Does the user story implementation involve some output?,Does the user story implementation involve some output?
13,158,daniel,V5.5.2,Does the user story implementation involve XML parser?,Does the user story implementation involve some data serialization or deserialization?
13,158,daniel,V5.5.4,Does the user story implementation involve some JSON parsing?,Does the user story implementation involve some data serialization or deserialization?
13,148,marcelo,V8.3.4,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,148,marcelo,V4.2.1,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,148,marcelo,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
13,148,marcelo,V5.3.1,Does the user story implementation involve some output?,Does the user story implementation involve some output?
13,148,marcelo,V5.3.2,Does the user story implementation involve some output?,Does the user story implementation involve some output?
13,220,tulio,V3.7.1,Does the user story implementation involve any sensitive transactions or account modification?,"Does the user story implementation involve any sensitive transactions, data, or API?"
13,220,tulio,V4.3.1,Does the user story implementation involve some administrative interface?,Does the user story implementation involve some administrative interface?
13,220,tulio,V5.3.3,Does the user story implementation involve some output?,Does the user story implementation involve some output?
13,104,victor,V8.3.4,Does the user story implementation involve using any sensitive data or API ?,"Does the user story implementation involve any sensitive transactions, data, or API?"
14,174,daniel,V2.3.1,Does the user story involve the implementation/change of some system authentication?,Does the user story involve the implementation/change of some system authentication?
